feature	ham_probability	spam_probability
jurisdiction	8.597786929644309e-06	8.633498749184656e-06
jurisdictional	4.751408566382382e-06	2.9770685342016053e-07
jury	6.787726523403402e-06	4.465602801302408e-06
just	0.0007369208428908294	0.0012176210304884565
justice	2.0136922019430093e-05	1.2205980990226581e-05
justification	1.063410488666533e-05	8.931205602604816e-07
justified	3.846378363261928e-06	1.7862411205209632e-06
justify	1.4932998351487486e-05	3.274775387621766e-06
justifying	2.9413481601414743e-06	2.9770685342016053e-07
justin	1.85531191639693e-05	3.274775387621766e-06
juvenile	3.393863261701701e-06	1.7862411205209632e-06
jv	6.787726523403402e-06	2.083947973941124e-06
jw	1.8100604062409072e-06	2.6793616807814447e-06
k	0.00030341137559613206	0.00029800456027358066
ka	1.1312877539005671e-06	3.5724822410419264e-06
kabila	2.262575507801134e-07	1.9053238618890274e-05
kaf	3.846378363261928e-06	5.954137068403211e-07
kahn	3.846378363261928e-06	3.274775387621766e-06
kaiser	6.335211421843175e-06	1.7862411205209632e-06
kal	3.1449799558435767e-05	8.931205602604816e-07
kallipoleos	3.6201208124818143e-06	5.954137068403211e-07
kam	8.371529378864195e-06	8.931205602604816e-07
kaminiski	4.751408566382382e-06	2.9770685342016053e-07
kaminski	0.001071329502943837	2.9770685342016053e-07
kaminsky	7.013984074183515e-06	2.9770685342016053e-07
kang	3.1676057109215877e-06	1.1908274136806421e-06
kansas	1.199165019134601e-05	5.95413706840321e-06
kaolin	2.262575507801134e-07	5.65643021498305e-06
kaplan	5.882696320282949e-06	2.083947973941124e-06
kara	1.402796814836703e-05	1.4885342671008026e-06
karen	0.0001382433635266493	3.5724822410419264e-06
kari	1.2896680394466464e-05	1.4885342671008026e-06
karie	4.298893464822154e-06	8.931205602604816e-07
karima	4.977666117162495e-06	2.9770685342016053e-07
karl	5.656438769502835e-06	5.95413706840321e-06
karla	1.3801710597586917e-05	8.931205602604816e-07
karma	6.787726523403402e-07	5.061016508142729e-06
karpenkov	2.262575507801134e-07	2.381654827361284e-05
karpos	2.262575507801134e-07	4.7633096547225685e-06
karry	4.977666117162495e-06	2.9770685342016053e-07
kasaru	3.6201208124818143e-06	2.9770685342016053e-07
kate	6.878229543715447e-05	3.870189094462087e-06
katen	3.1676057109215877e-06	2.9770685342016053e-07
katherine	4.841911586694427e-05	5.65643021498305e-06
kathie	4.5251510156022686e-06	2.9770685342016053e-07
kathleen	1.7421831410068733e-05	5.358723361562889e-06
kathryn	2.2852012628791453e-05	8.931205602604816e-07
kathy	4.796660076538404e-05	5.95413706840321e-06
katie	4.298893464822154e-06	5.061016508142729e-06
katijah	3.1676057109215877e-06	2.9770685342016053e-07
katrina	3.1676057109215877e-06	2.9770685342016053e-07
katy	4.1405131792760754e-05	8.931205602604816e-07
katz	4.5251510156022686e-06	2.6793616807814447e-06
kaufman	8.371529378864195e-06	8.931205602604816e-07
kay	3.054476935531531e-05	6.2518439218233715e-06
kb	1.1312877539005671e-06	6.2518439218233715e-06
kbps	1.3575453046806805e-06	1.13128604299661e-05
kcs	1.991066446864998e-05	2.9770685342016053e-07
kd	1.3575453046806805e-06	2.3816548273612843e-06
ke	2.262575507801134e-07	7.442671335504013e-06
kean	4.2988934648221545e-05	2.9770685342016053e-07
keel	4.298893464822154e-06	2.977068534201605e-06
keeley	9.729074683544877e-06	2.9770685342016053e-07
keen	1.5159255902267599e-05	5.358723361562889e-06
keenan	3.1676057109215877e-06	3.870189094462087e-06
keeney	4.751408566382382e-06	2.9770685342016053e-07
keenly	3.846378363261928e-06	5.954137068403211e-07
keep	0.00030454266335003266	0.0003295614867361177
keeping	4.706157056226359e-05	5.061016508142729e-05
keeps	1.3801710597586917e-05	1.3992222110747545e-05
kegs	2.262575507801134e-07	1.2205980990226581e-05
keiser	7.919014277303969e-06	2.9770685342016053e-07
keith	4.751408566382382e-05	3.274775387621766e-06
keller	8.145271828084082e-06	1.7862411205209632e-06
kelley	2.715090609361361e-06	4.167895947882248e-06
kellogg	3.6201208124818143e-06	2.6793616807814447e-06
kelly	4.909788851928461e-05	9.526619309445137e-06
kemp	5.656438769502835e-06	1.7862411205209632e-06
kempston	3.1676057109215877e-06	2.9770685342016053e-07
ken	0.00017670714715926856	5.358723361562889e-06
kendall	5.430181218722722e-06	1.4885342671008026e-06
kenne	6.561468972623289e-06	2.9770685342016053e-07
kennedy	3.846378363261928e-06	6.2518439218233715e-06
kenneth	0.0001181064415072192	1.2503687843646743e-05
kenney	4.525151015602268e-07	3.870189094462087e-06
kenny	1.538551345304771e-05	2.6793616807814447e-06
keno	2.262575507801134e-07	1.3992222110747545e-05
kent	2.398330038269202e-05	2.977068534201605e-06
kenton	1.8100604062409072e-06	1.0419739869705618e-05
kentucky	1.5838028554607938e-06	6.549550775243532e-06
kenya	2.262575507801134e-07	8.038085042344335e-06
keohane	1.2217907742126124e-05	2.9770685342016053e-07
kept	4.54777677068028e-05	7.144964482083853e-05
kern	2.8282193847514176e-05	2.083947973941124e-06
kernel	1.3575453046806805e-06	7.293817908793933e-05
kerr	1.267042284368635e-05	4.167895947882248e-06
kerry	8.597786929644309e-06	6.2518439218233715e-06
kevin	0.0003464003102443536	7.740378188924174e-06
key	0.000187567509596714	0.00015957087343320604
keyboard	1.5838028554607938e-06	2.1732600299671718e-05
keyes	4.525151015602268e-07	5.95413706840321e-06
keynote	1.6969316308508506e-05	1.7862411205209632e-06
keypad	2.9413481601414743e-06	2.083947973941124e-06
keys	5.882696320282949e-06	7.740378188924174e-06
keystone	3.393863261701701e-06	8.335791895764495e-06
keyword	3.846378363261928e-06	6.2518439218233715e-06
keywords	1.8100604062409072e-06	1.2801394697066903e-05
kg	2.0363179570210205e-06	8.335791895764495e-06
kh	7.240241624963629e-06	5.95413706840321e-06
khan	1.8100604062409072e-06	1.101515357654594e-05
ki	2.262575507801134e-07	5.061016508142729e-06
kiatsupaibul	4.298893464822154e-06	2.9770685342016053e-07
kick	2.2399497527231226e-05	6.847257628663692e-06
kicked	3.6201208124818143e-06	1.4885342671008026e-06
kicking	5.882696320282949e-06	1.1908274136806421e-06
kickoff	3.393863261701701e-06	1.4885342671008026e-06
kicks	3.393863261701701e-06	1.1908274136806421e-06
kid	2.9413481601414743e-06	1.0419739869705618e-05
kidding	2.9413481601414743e-06	8.931205602604816e-06
kidney	1.1312877539005671e-06	3.5724822410419264e-06
kids	2.5567103238152816e-05	3.0366099048856374e-05
kidwai	3.1676057109215877e-06	2.9770685342016053e-07
kiev	2.262575507801134e-07	5.061016508142729e-06
kilgore	5.430181218722722e-06	2.3816548273612843e-06
kill	8.824044480424424e-06	1.696929064494915e-05
killed	1.651680120694828e-05	4.406061430618376e-05
killen	3.235482976155622e-05	5.954137068403211e-07
killer	1.3575453046806805e-06	1.2503687843646743e-05
killers	2.262575507801134e-07	1.4289928964167706e-05
killing	9.729074683544877e-06	1.2503687843646743e-05
kills	1.8100604062409072e-06	1.4289928964167706e-05
kilmer	5.882696320282949e-06	2.9770685342016053e-07
kilowatt	5.430181218722722e-06	2.9770685342016053e-07
kim	0.00011878521415955953	8.038085042344335e-06
kimberly	8.281026358552151e-05	2.3816548273612843e-06
kin	2.715090609361361e-06	0.00022536408803906153
kind	0.000109734912128355	0.0002593026693289598
kindall	2.918722405063463e-05	2.9770685342016053e-07
kinder	1.3801710597586917e-05	8.931205602604816e-07
kindly	1.85531191639693e-05	6.549550775243532e-05
kindness	2.2625755078011343e-06	5.358723361562889e-06
kinds	8.824044480424424e-06	1.13128604299661e-05
king	3.280734486311644e-05	4.52514417198644e-05
kingdom	8.145271828084082e-06	4.0785838918561995e-05
kingerski	9.729074683544877e-06	2.9770685342016053e-07
kings	1.1312877539005671e-06	3.274775387621766e-06
kingsley	6.108953871063062e-06	2.6793616807814447e-06
kingston	9.050302031204536e-07	3.870189094462087e-06
kingwood	6.335211421843175e-06	2.9770685342016053e-07
kinky	2.262575507801134e-07	5.061016508142729e-06
kinneman	5.203923667942609e-06	2.9770685342016053e-07
kinsey	1.2217907742126124e-05	2.9770685342016053e-07
kirk	9.729074683544877e-06	5.358723361562889e-06
kirkland	1.5838028554607938e-06	3.5724822410419264e-06
kirkpatrick	4.5251510156022686e-06	5.954137068403211e-07
kirstee	2.7377163644393723e-05	2.9770685342016053e-07
kishkill	6.561468972623289e-06	2.9770685342016053e-07
kiss	2.4888330585812476e-06	9.228912456024977e-06
kissing	2.262575507801134e-07	3.870189094462087e-06
kit	2.9413481601414743e-06	2.351884142019268e-05
kitagawa	5.882696320282949e-06	2.9770685342016053e-07
kitchen	0.00043758210320873935	8.633498749184656e-06
kits	1.1312877539005671e-06	5.358723361562889e-06
kj	2.262575507801134e-07	9.526619309445137e-06
kk	1.1312877539005671e-06	6.847257628663692e-06
kl	2.2625755078011343e-06	8.038085042344335e-06
klein	6.787726523403402e-06	9.824326162865297e-06
kline	4.072635914042041e-06	1.1908274136806421e-06
km	3.846378363261928e-06	6.549550775243532e-06
kmart	2.9413481601414743e-06	3.274775387621766e-06
kmv	1.0181589785105104e-05	2.9770685342016053e-07
kn	4.977666117162495e-06	3.870189094462087e-06
knee	1.5838028554607938e-06	3.870189094462087e-06
knees	2.262575507801134e-07	4.167895947882248e-06
knew	2.2852012628791453e-05	6.4900094045595e-05
knife	9.050302031204536e-07	5.061016508142729e-06
knight	1.402796814836703e-05	6.847257628663692e-06
kno	2.262575507801134e-07	0.00010836529464493844
knock	6.561468972623289e-06	5.061016508142729e-06
knocking	2.2625755078011343e-06	1.7862411205209632e-06
know	0.001540135148160232	0.0007406946513093594
knowing	1.538551345304771e-05	1.7862411205209632e-05
knowledge	8.348903623786185e-05	6.400697348533451e-05
knowledgeable	4.751408566382382e-06	9.824326162865297e-06
known	6.312585666765164e-05	0.00019410486842994467
knows	3.778501098027894e-05	5.209869934852809e-05
knox	5.203923667942609e-06	2.6793616807814447e-06
knoxville	1.1312877539005671e-06	2.6793616807814447e-06
knudsen	7.013984074183515e-06	2.3816548273612843e-06
ko	1.1312877539005671e-06	1.0122033016285458e-05
koch	4.7287828113043704e-05	2.6793616807814447e-06
kodachrome	2.262575507801134e-07	3.870189094462087e-06
kodak	7.919014277303969e-06	2.6793616807814447e-06
kodansha	3.1676057109215877e-06	2.9770685342016053e-07
koehler	2.262575507801134e-05	5.954137068403211e-07
koenig	1.334919549602669e-05	2.977068534201605e-06
koepke	2.0815694671770434e-05	2.9770685342016053e-07
kohli	2.3304527730351683e-05	2.9770685342016053e-07
koi	2.262575507801134e-07	5.745742271009098e-05
kong	2.3530785281131794e-05	4.495373486644424e-05
kono	6.108953871063062e-06	2.9770685342016053e-07
koolrx	2.262575507801134e-07	7.740378188924174e-06
kopper	1.674305875772839e-05	2.9770685342016053e-07
korea	4.5251510156022686e-06	8.038085042344335e-06
korean	2.4888330585812476e-06	5.95413706840321e-06
kori	3.1676057109215877e-06	2.9770685342016053e-07
kowalke	5.430181218722722e-06	2.9770685342016053e-07
kpmg	3.846378363261928e-06	1.4885342671008026e-06
kr	1.1312877539005671e-06	4.7633096547225685e-06
kraft	5.203923667942609e-06	2.6793616807814447e-06
krapels	1.5159255902267599e-05	2.9770685342016053e-07
kri	2.0363179570210205e-06	1.7862411205209632e-06
kris	3.846378363261928e-06	1.4885342671008026e-06
krish	5.656438769502835e-06	2.9770685342016053e-07
krishna	3.416489016779713e-05	1.1908274136806421e-06
krishnarao	4.593028280836302e-05	2.9770685342016053e-07
kristen	2.4888330585812475e-05	2.9770685342016053e-07
kristin	6.425714442155221e-05	1.7862411205209632e-06
kristina	7.240241624963629e-06	1.1908274136806421e-06
kroll	1.2444165292906237e-05	2.9770685342016053e-07
ks	4.5251510156022686e-06	4.763309654722568e-05
ksb	2.262575507801134e-07	1.2503687843646743e-05
ksforc	2.262575507801134e-07	3.870189094462087e-06
kt	6.787726523403402e-07	3.870189094462087e-06
ktu	2.262575507801134e-07	4.7633096547225685e-06
ku	2.2625755078011343e-06	2.977068534201605e-06
kuehl	9.27655958198465e-06	2.9770685342016053e-07
kuldeep	2.9413481601414743e-06	2.9770685342016053e-07
kumar	8.145271828084082e-06	2.9770685342016053e-07
kunkel	4.5251510156022686e-06	2.9770685342016053e-07
kuo	5.203923667942609e-06	2.9770685342016053e-07
kurt	1.8100604062409072e-06	4.167895947882248e-06
kuwait	2.262575507801134e-07	8.038085042344335e-06
kux	3.1676057109215877e-06	2.9770685342016053e-07
kuykendall	3.846378363261928e-06	2.9770685342016053e-07
kv	2.4888330585812476e-06	2.6793616807814447e-06
kw	9.95533223432499e-06	3.274775387621766e-06
kwh	5.430181218722722e-06	2.9770685342016053e-07
ky	4.5251510156022686e-06	1.2503687843646743e-05
kyle	2.4662073035032363e-05	2.6793616807814447e-06
kyoto	1.5838028554607938e-06	5.061016508142729e-06
kysa	1.1539135089785784e-05	2.9770685342016053e-07
l	0.0005350991075949682	0.0009407536568077073
la	6.448340197233232e-05	0.00036320236117259587
lab	1.3122937945246577e-05	8.931205602604816e-06
labbe	6.335211421843175e-06	2.9770685342016053e-07
label	4.5251510156022686e-06	2.0244066032570916e-05
labeled	5.882696320282949e-06	5.061016508142729e-06
labels	6.787726523403402e-07	1.696929064494915e-05
labguard	2.262575507801134e-07	2.709132366123461e-05
labor	2.126820977333066e-05	1.3992222110747545e-05
laboratories	2.9413481601414743e-06	6.2518439218233715e-06
laboratory	3.846378363261928e-06	1.4289928964167706e-05
labour	2.715090609361361e-06	5.65643021498305e-06
labs	6.787726523403402e-07	1.0122033016285458e-05
lace	4.525151015602268e-07	3.5724822410419264e-06
lacima	1.787434651162896e-05	2.9770685342016053e-07
lack	5.5885615042688014e-05	2.9175271635175732e-05
lackey	1.1312877539005671e-06	3.274775387621766e-06
lacking	4.977666117162495e-06	1.7862411205209632e-06
lacks	2.9413481601414743e-06	4.465602801302408e-06
lacroix	4.525151015602268e-07	5.061016508142729e-06
lactam	2.262575507801134e-07	3.870189094462087e-06
lacy	5.882696320282949e-06	2.3816548273612843e-06
laden	8.145271828084082e-06	3.5724822410419264e-06
ladies	7.013984074183515e-06	1.8755531765470114e-05
lady	1.1765392640565897e-05	2.6495909954394288e-05
lafayette	9.050302031204536e-07	3.5724822410419264e-06
lag	3.6201208124818143e-06	5.95413706840321e-06
lagging	3.1676057109215877e-06	2.6793616807814447e-06
lagomasino	6.108953871063062e-06	2.9770685342016053e-07
lagos	2.262575507801134e-07	3.8999597798041026e-05
lagrasta	2.375704283191191e-05	2.9770685342016053e-07
laid	1.5159255902267599e-05	3.0068392195436213e-05
lake	2.9639739152194856e-05	4.495373486644424e-05
lakes	4.298893464822154e-06	1.4885342671008026e-06
lal	1.2444165292906237e-05	7.442671335504013e-06
lalita	3.1676057109215877e-06	2.9770685342016053e-07
lam	1.5838028554607938e-06	2.6793616807814447e-06
lamadrid	2.126820977333066e-05	2.9770685342016053e-07
lamar	4.751408566382382e-06	1.4885342671008026e-06
lamas	8.597786929644309e-06	2.9770685342016053e-07
lamb	8.145271828084082e-06	2.977068534201605e-06
lambert	4.751408566382382e-06	5.95413706840321e-06
lame	1.3575453046806805e-06	3.870189094462087e-06
lamphier	2.805593629673406e-05	2.9770685342016053e-07
lan	4.751408566382382e-06	2.26257208599322e-05
lana	6.108953871063062e-06	1.7862411205209632e-06
lance	4.208390444510109e-05	4.465602801302408e-06
land	4.4572737503682344e-05	7.799919559608205e-05
landau	9.050302031204536e-07	3.274775387621766e-06
lande	6.561468972623289e-06	2.9770685342016053e-07
landed	2.2625755078011343e-06	5.061016508142729e-06
landing	3.1676057109215877e-06	3.274775387621766e-06
landlord	6.787726523403402e-07	3.274775387621766e-06
landmark	2.715090609361361e-06	5.95413706840321e-06
landowner	2.2625755078011343e-06	2.3816548273612843e-06
lands	3.6201208124818143e-06	8.633498749184656e-06
landscape	4.5251510156022686e-06	1.9648652325730595e-05
lane	1.1086619988225557e-05	1.0122033016285458e-05
lang	1.5838028554607938e-06	6.847257628663692e-06
lange	3.1676057109215877e-06	1.9648652325730595e-05
language	7.353370400353685e-05	4.2869786892503115e-05
languages	3.393863261701701e-06	6.728174887295628e-05
languish	1.3575453046806805e-06	2.977068534201605e-06
lannou	4.819285831616416e-05	2.9770685342016053e-07
lansing	3.846378363261928e-06	8.931205602604816e-07
lao	6.787726523403402e-07	3.870189094462087e-06
lap	2.9413481601414743e-06	5.358723361562889e-06
laptop	1.4480483249927257e-05	5.150328564168777e-05
laptops	3.6201208124818143e-06	5.358723361562889e-06
lar	2.262575507801134e-07	8.335791895764495e-06
lara	7.013984074183515e-06	1.4885342671008026e-06
large	0.00019480775122167766	0.00017475392295763424
largely	2.647213344127327e-05	3.870189094462087e-06
larger	4.706157056226359e-05	3.7808770384360384e-05
largest	0.00021811227895202932	9.407536568077072e-05
larree	6.108953871063062e-06	2.9770685342016053e-07
larregui	3.1676057109215877e-06	2.9770685342016053e-07
larry	6.108953871063063e-05	1.190827413680642e-05
lars	3.6201208124818143e-06	5.061016508142729e-06
larsen	3.846378363261928e-06	1.1908274136806421e-06
larson	2.715090609361361e-06	3.274775387621766e-06
las	2.375704283191191e-05	0.00011938044822148437
lasalle	1.3575453046806805e-06	1.9648652325730595e-05
laser	1.3575453046806805e-06	3.364087443647814e-05
lassen	1.3575453046806805e-06	5.65643021498305e-06
last	0.0009819577703856922	0.0004164918879348046
lasted	2.4888330585812476e-06	4.7633096547225685e-06
lasting	4.5251510156022686e-06	2.0244066032570916e-05
lastly	4.751408566382382e-06	3.274775387621766e-06
lasts	3.1676057109215877e-06	6.400697348533451e-05
lat	1.8100604062409072e-06	6.847257628663692e-06
late	0.00019458149367089752	0.00023429529364166633
lateiy	2.262575507801134e-07	8.335791895764495e-06
lately	7.919014277303969e-06	2.232801400651204e-05
later	0.00020069044754196058	0.00017356309554395359
lateral	4.841911586694427e-05	3.274775387621766e-06
latest	0.00014819869576097427	0.00017534933666447456
latin	1.5159255902267599e-05	1.0122033016285458e-05
latinmail	2.262575507801134e-07	5.65643021498305e-06
latter	1.1086619988225557e-05	8.931205602604816e-06
laud	2.262575507801134e-07	4.465602801302408e-06
lauderdale	4.525151015602268e-07	1.3992222110747545e-05
lauer	6.787726523403402e-06	2.9770685342016053e-07
laugh	2.9413481601414743e-06	1.8755531765470114e-05
laughing	1.1312877539005671e-06	3.870189094462087e-06
laughter	6.787726523403402e-07	7.740378188924174e-06
launch	5.633813014424824e-05	4.316749374592328e-05
launched	3.303360241389656e-05	2.5305082540713646e-05
launches	3.6201208124818143e-06	8.335791895764495e-06
launching	1.063410488666533e-05	1.0419739869705618e-05
laundry	6.787726523403402e-07	4.465602801302408e-06
launer	1.0860362437445444e-05	2.9770685342016053e-07
laura	0.00011154497253459591	7.144964482083853e-06
lauraan	2.262575507801134e-07	0.00012116668934200534
laurel	1.2444165292906237e-05	2.083947973941124e-06
lauren	9.27655958198465e-06	3.274775387621766e-06
laurent	1.5838028554607938e-06	1.4289928964167706e-05
lauri	3.1676057109215875e-05	1.1908274136806421e-06
laurie	3.1676057109215877e-06	4.167895947882248e-06
lauvergeon	6.108953871063062e-06	2.9770685342016053e-07
lavo	1.3122937945246577e-05	2.9770685342016053e-07
lavorato	0.00013077686435090556	2.9770685342016053e-07
law	0.00012579919823374307	0.00012473917158304726
lawful	1.1312877539005671e-06	7.442671335504013e-06
lawmakers	1.0181589785105104e-05	5.954137068403211e-07
lawn	1.8100604062409072e-06	4.167895947882248e-06
lawner	3.393863261701701e-06	2.9770685342016053e-07
lawrence	1.267042284368635e-05	7.740378188924174e-06
laws	2.126820977333066e-05	4.614456228012488e-05
lawsuit	5.882696320282949e-05	1.1908274136806421e-06
lawsuits	5.384929708566699e-05	7.442671335504013e-06
lawyer	3.687998077715849e-05	2.768673736807493e-05
lawyers	4.479899505446245e-05	3.5724822410419264e-06
lax	2.0363179570210205e-06	2.3816548273612843e-06
lay	0.00041269377262292685	3.0068392195436213e-05
layer	6.335211421843175e-06	4.7633096547225685e-06
layers	2.715090609361361e-06	6.2518439218233715e-06
laying	4.5251510156022686e-06	4.167895947882248e-06
layman	1.3575453046806805e-06	2.3816548273612843e-06
layoffs	1.267042284368635e-05	1.7862411205209632e-06
layout	5.203923667942609e-06	5.65643021498305e-06
lays	2.4888330585812476e-06	1.4885342671008026e-06
lazarus	3.6201208124818143e-06	2.083947973941124e-06
lazy	2.262575507801134e-07	9.526619309445137e-06
lb	5.656438769502835e-06	6.847257628663692e-06
lbs	5.203923667942609e-06	2.292342771335236e-05
lc	1.538551345304771e-05	6.2518439218233715e-06
lcd	2.9413481601414743e-06	3.274775387621766e-05
ld	7.013984074183515e-06	0.0001071744672312578
ldc	7.240241624963629e-06	2.9770685342016053e-07
ldkno	2.262575507801134e-07	3.870189094462087e-06
ldwi	2.262575507801134e-07	8.335791895764495e-06
ldwide	2.262575507801134e-07	5.061016508142729e-06
le	1.3122937945246577e-05	9.05028834397288e-05
lea	4.5251510156022686e-06	2.828215107491525e-05
leach	1.651680120694828e-05	4.7633096547225685e-06
lead	0.00016358420921402199	6.102990495113291e-05
leader	5.2039236679426086e-05	8.633498749184656e-05
leaders	4.208390444510109e-05	2.26257208599322e-05
leadership	9.09555354136056e-05	1.190827413680642e-05
leading	0.00010158964030027093	0.00014974654727034075
leads	2.5793360788932928e-05	6.549550775243532e-05
leaf	5.203923667942609e-06	8.038085042344335e-06
league	8.824044480424424e-06	5.358723361562889e-06
leak	4.751408566382382e-06	2.3816548273612843e-06
lean	2.0363179570210205e-06	1.577846323126851e-05
leaning	3.1676057109215877e-06	2.977068534201605e-06
leann	5.656438769502835e-06	8.931205602604816e-07
leap	4.072635914042041e-06	3.870189094462087e-06
learn	5.498058483956756e-05	0.00022893657028010345
learned	2.986599670297497e-05	1.548075637784835e-05
learning	2.918722405063463e-05	2.798444422149509e-05
learnt	2.9413481601414743e-06	3.274775387621766e-06
leary	5.882696320282949e-06	1.1908274136806421e-06
lease	3.778501098027894e-05	3.1259219609116855e-05
leased	4.298893464822154e-06	2.3816548273612843e-06
leases	1.1086619988225557e-05	2.351884142019268e-05
leasing	4.072635914042041e-06	6.2518439218233715e-06
least	0.00018372113123345208	0.00012503687843646742
leather	1.5838028554607938e-06	8.633498749184656e-06
leave	0.00012127404721814079	5.775512956351114e-05
leaves	1.923189181630964e-05	1.8160118058629793e-05
leaving	7.42124766558772e-05	2.232801400651204e-05
lebeau	6.787726523403402e-06	2.9770685342016053e-07
leboe	4.751408566382382e-06	2.9770685342016053e-07
lebroc	5.656438769502835e-06	2.9770685342016053e-07
lec	4.525151015602268e-07	7.740378188924174e-06
lecoultre	2.262575507801134e-07	1.3694515257327385e-05
lecture	7.013984074183515e-06	2.083947973941124e-06
lectures	4.072635914042041e-06	1.4885342671008026e-06
led	9.729074683544876e-05	3.7213356677520063e-05
ledger	4.977666117162495e-06	8.931205602604816e-07
lediesnight	2.262575507801134e-07	4.167895947882248e-06
lee	0.0001366595606711885	1.0717446723125779e-05
lees	3.393863261701701e-06	2.083947973941124e-06
leff	1.267042284368635e-05	2.9770685342016053e-07
left	0.00019480775122167766	0.00010806758779151828
leg	1.063410488666533e-05	1.0717446723125779e-05
lega	2.262575507801134e-07	1.9648652325730595e-05
legacy	5.430181218722722e-06	1.190827413680642e-05
legal	0.0002665313948189736	0.00023846318958954858
legality	4.525151015602268e-07	4.465602801302408e-06
legalized	2.262575507801134e-07	5.65643021498305e-06
legally	9.95533223432499e-06	3.24500470227975e-05
legend	3.846378363261928e-06	3.274775387621766e-06
legisla	4.525151015602268e-07	7.144964482083853e-06
legislao	2.262575507801134e-07	4.167895947882248e-06
legislation	3.054476935531531e-05	5.775512956351114e-05
legislative	2.1720724874890888e-05	1.1908274136806421e-06
legislators	1.0860362437445444e-05	1.1908274136806421e-06
legislature	4.231016199588121e-05	2.3816548273612843e-06
legitimacy	1.1312877539005671e-06	2.6793616807814447e-06
legitimate	3.1676057109215877e-06	4.465602801302408e-05
legs	2.715090609361361e-06	1.13128604299661e-05
lehman	2.4209557933472136e-05	1.7862411205209632e-06
leigh	3.6201208124818143e-06	2.977068534201605e-06
leisure	1.5838028554607938e-06	9.526619309445137e-06
leland	3.846378363261928e-06	2.977068534201605e-06
lemmons	7.240241624963629e-06	5.954137068403211e-07
len	4.525151015602268e-07	4.167895947882248e-06
lenart	5.656438769502835e-06	2.9770685342016053e-07
lend	1.2444165292906237e-05	7.144964482083853e-06
lender	1.063410488666533e-05	9.526619309445137e-06
lenders	0.00011177123008537603	4.8526217107486166e-05
lending	2.986599670297497e-05	1.2205980990226581e-05
lenght	2.262575507801134e-07	6.549550775243532e-06
length	1.85531191639693e-05	8.663269434526671e-05
lengthen	9.050302031204536e-07	4.465602801302408e-06
lengthy	9.27655958198465e-06	7.442671335504013e-06
lenient	9.050302031204536e-07	4.167895947882248e-06
lenos	1.1539135089785784e-05	2.9770685342016053e-07
lens	1.1312877539005671e-06	6.549550775243532e-06
lent	5.882696320282949e-06	3.5724822410419264e-06
leo	2.715090609361361e-06	7.144964482083853e-06
leon	6.335211421843175e-06	1.4885342671008026e-06
leonard	2.9413481601414743e-06	3.870189094462087e-06
leonardo	3.6201208124818143e-06	3.274775387621766e-06
leone	4.525151015602268e-07	2.4114255127033e-05
leopold	3.6201208124818143e-06	1.7862411205209632e-06
lepore	3.1676057109215877e-06	2.9770685342016053e-07
leppard	3.665372322637837e-05	2.9770685342016053e-07
leroy	6.787726523403402e-07	4.167895947882248e-06
les	1.8326861613189186e-05	3.0366099048856374e-05
lesbian	2.262575507801134e-07	1.0717446723125779e-05
leslie	6.561468972623289e-05	4.465602801302408e-06
less	0.0002597436682955702	0.00030514952475566454
lessar	4.5251510156022686e-06	2.9770685342016053e-07
lessen	2.9413481601414743e-06	2.6793616807814447e-06
lesser	3.1676057109215877e-06	5.358723361562889e-06
lesson	1.4480483249927257e-05	7.144964482083853e-06
lessons	1.1539135089785784e-05	7.144964482083853e-06
lester	4.072635914042041e-06	2.083947973941124e-06
let	0.0011276676330880852	0.00032182110854719355
lets	1.923189181630964e-05	2.6198203100974128e-05
letsyou	2.262575507801134e-07	2.0541772885991076e-05
letter	0.00019820161448337934	0.00025066917057977515
letters	3.190231465999599e-05	3.5129408703578944e-05
letting	1.538551345304771e-05	6.2518439218233715e-06
leukemia	4.525151015602268e-07	4.167895947882248e-06
leumi	3.1676057109215877e-06	2.9770685342016053e-07
lev	1.1312877539005671e-06	5.358723361562889e-06
leve	4.525151015602268e-07	1.0717446723125779e-05
leveis	2.262575507801134e-07	5.95413706840321e-06
level	0.0002549922597291878	0.00015272361580454235
levels	0.00012082153211658056	4.971704452116681e-05
lever	1.1312877539005671e-06	2.6793616807814447e-06
leverage	2.511458813659259e-05	1.5183049524428187e-05
leveraged	5.203923667942609e-06	1.4885342671008026e-06
leveraging	6.108953871063062e-06	8.038085042344335e-06
levi	2.262575507801134e-07	4.167895947882248e-06
levin	2.2625755078011343e-06	4.465602801302408e-06
levitra	2.262575507801134e-07	5.8945956977191785e-05
levitt	9.729074683544877e-06	2.083947973941124e-06
levltrra	2.262575507801134e-07	1.577846323126851e-05
levy	8.371529378864195e-06	1.4885342671008026e-06
lew	1.651680120694828e-05	2.977068534201605e-06
lewent	3.1676057109215877e-06	2.9770685342016053e-07
lewis	3.982132893729996e-05	5.65643021498305e-06
lex	1.4706740800707372e-05	9.824326162865297e-06
lexi	1.5611771003827826e-05	2.9770685342016053e-07
lexical	2.262575507801134e-07	3.870189094462087e-06
lexington	2.0363179570210205e-06	3.274775387621766e-06
lexmark	2.262575507801134e-07	1.4587635817587866e-05
ley	4.525151015602268e-07	8.038085042344335e-06
lf	2.262575507801134e-07	4.316749374592328e-05
lg	1.3575453046806805e-06	1.2503687843646743e-05
lgb	4.525151015602268e-07	8.335791895764495e-06
